Date,Price,Open,High,Low,Volume,Chg%
"Nov 30, 2021","64,063.82","63,600.61","64,235.95","63,118.13",315.56M,0.73%
"Nov 29, 2021","63,600.61","62,410.83","63,873.55","62,308.15",134.97M,1.91%
"Nov 26, 2021","62,410.83","64,062.74","64,062.74","62,280.52",198.96M,-2.58%
"Nov 25, 2021","64,062.74","64,169.17","64,530.49","63,899.78",76.92M,-0.17%
"Nov 24, 2021","64,169.17","64,566.39","64,804.91","63,875.92",96.59M,-0.62%
"Nov 23, 2021","64,566.39","64,384.46","64,615.35","63,972.97",102.20M,0.28%
"Nov 22, 2021","64,384.46","63,870.65","64,459.26","63,715.59",91.86M,0.80%
"Nov 19, 2021","63,870.65","64,288.72","64,729.71","63,609.28",100.96M,-0.65%
"Nov 18, 2021","64,288.72","64,337.17","64,499.41","64,020.64",101.54M,-0.08%
"Nov 17, 2021","64,337.17","64,281.45","64,822.46","64,179.09",0,0.09%
"Nov 16, 2021","64,281.45","63,480.76","64,386.19","63,480.76",105.73M,1.26%
"Nov 15, 2021","63,480.76","63,263.40","63,688.60","63,018.40",76.21M,0.34%
"Nov 12, 2021","63,263.40","62,381.97","63,310.25","62,372.42",93.74M,1.41%
"Nov 11, 2021","62,381.97","61,537.83","62,565.13","61,509.73",93.04M,1.37%
"Nov 10, 2021","61,537.83","61,246.70","61,745.86","60,936.21",100.41M,0.48%
"Nov 09, 2021","61,246.70","61,317.75","61,554.65","60,991.37",96.25M,-0.12%
"Nov 08, 2021","61,317.75","61,115.79","61,535.31","60,913.67",113.12M,0.33%
"Nov 05, 2021","61,115.79","61,409.93","61,976.13","61,044.28",98.05M,-0.48%
"Nov 04, 2021","61,409.93","61,876.97","62,391.38","61,409.93",95.71M,-0.75%
"Nov 03, 2021","61,876.97","61,158.14","61,876.97","60,975.71",89.52M,1.18%
"Nov 02, 2021","61,158.14","60,807.87","61,484.62","60,807.87",141.49M,0.58%
"Oct 29, 2021","60,807.87","61,093.41","61,326.74","60,699.43",139.74M,-0.47%
"Oct 28, 2021","61,093.41","60,874.44","61,353.84","60,867.89",94.31M,0.36%
"Oct 27, 2021","60,874.44","61,024.55","61,028.94","60,517.96",106.22M,-0.25%
"Oct 26, 2021","61,024.55","60,445.78","61,190.86","60,349.99",110.63M,0.96%
"Oct 25, 2021","60,445.78","60,524.55","60,890.42","60,385.26",79.20M,-0.13%
"Oct 22, 2021","60,524.55","59,535.08","60,699.87","59,535.08",70.08M,1.66%
"Oct 21, 2021","59,535.08","60,347.45","60,377.11","59,423.97",117.57M,-1.35%
"Oct 20, 2021","60,347.45","60,190.06","60,410.94","59,814.88",84.37M,0.26%
"Oct 19, 2021","60,190.06","60,220.45","60,682.26","60,100.49",92.04M,-0.05%
"Oct 18, 2021","60,220.45","60,494.02","60,655.12","60,137.77",93.99M,-0.45%
"Oct 15, 2021","60,494.02","60,391.05","60,756.90","60,324.36",105.24M,0.17%
"Oct 14, 2021","60,391.05","59,516.75","60,468.15","59,516.75",115.23M,1.47%
"Oct 13, 2021","59,516.75","59,501.73","59,516.75","59,023.39",88.50M,0.03%
"Oct 12, 2021","59,501.73","59,662.98","59,662.98","59,047.10",131.71M,-0.27%
"Oct 11, 2021","59,662.98","58,839.09","59,948.04","58,839.09",108.13M,1.40%
"Oct 08, 2021","58,839.09","58,721.80","59,149.41","58,637.15",156.21M,0.20%
"Oct 07, 2021","58,721.80","57,523.81","58,815.61","57,523.81",142.83M,2.08%
"Oct 06, 2021","57,523.81","58,097.72","58,165.04","56,982.97",140.52M,-0.99%
"Oct 05, 2021","58,097.72","57,754.97","58,129.24","57,564.31",135.98M,0.59%
"Oct 04, 2021","57,754.97","57,265.62","57,945.34","57,040.94",122.07M,0.85%
"Oct 01, 2021","57,265.62","57,863.40","57,863.40","57,216.55",113.85M,-1.03%
"Sep 30, 2021","57,863.40","58,022.33","58,339.34","57,863.40",181.91M,-0.27%
"Sep 29, 2021","58,022.33","57,462.19","58,022.33","57,373.41",147.44M,0.97%
"Sep 28, 2021","57,462.19","57,784.27","57,925.48","57,241.44",175.29M,-0.56%
"Sep 27, 2021","57,784.27","57,642.54","58,282.73","57,642.54",176.76M,0.25%
"Sep 23, 2021","57,642.54","56,938.31","57,691.43","56,933.00",138.36M,1.24%
"Sep 22, 2021","56,938.31","56,085.63","57,163.24","56,085.63",111.72M,1.52%
"Sep 21, 2021","56,085.63","55,246.07","56,399.56","55,246.07",116.06M,1.52%
"Sep 20, 2021","55,246.07","56,605.25","56,605.25","54,682.22",155.81M,-2.40%
"Sep 17, 2021","56,605.25","57,098.19","57,403.67","56,605.25",356.91M,-0.86%
"Sep 16, 2021","57,098.19","58,229.94","58,229.94","56,947.91",0,-1.94%
"Sep 15, 2021","58,229.94","58,115.08","58,308.23","57,633.70",127.06M,0.20%
"Sep 14, 2021","58,115.08","58,494.78","58,504.55","57,742.77",150.32M,-0.65%
"Sep 13, 2021","58,494.78","58,175.75","58,694.54","57,944.04",115.93M,0.55%
"Sep 10, 2021","58,175.75","58,020.55","58,555.17","58,020.55",111.80M,0.27%
"Sep 09, 2021","58,020.55","59,378.55","59,378.55","57,848.72",132.53M,-2.29%
"Sep 08, 2021","59,378.55","60,340.77","60,341.45","59,308.16",113.13M,-1.59%
"Sep 07, 2021","60,340.77","60,035.80","60,535.05","60,035.80",108.77M,0.51%
"Sep 06, 2021","60,035.80","60,106.72","60,507.39","59,817.03",101.65M,-0.12%
"Sep 03, 2021","60,106.72","60,357.49","60,703.25","59,930.75",106.06M,-0.42%
"Sep 02, 2021","60,357.49","60,612.64","60,673.32","60,042.92",133.45M,-0.42%
"Sep 01, 2021","60,612.64","61,039.26","61,499.75","60,460.55",145.58M,-0.70%
"Aug 31, 2021","61,039.26","60,750.09","61,282.36","60,750.09",165.09M,0.48%
"Aug 30, 2021","60,750.09","61,393.15","61,473.84","60,704.00",55.15M,-1.05%
"Aug 27, 2021","61,393.15","60,854.92","61,425.83","60,813.31",92.00M,0.88%
"Aug 26, 2021","60,854.92","61,212.12","61,212.12","60,734.51",102.82M,-0.58%
"Aug 25, 2021","61,212.12","61,180.29","61,261.31","60,923.60",133.18M,0.05%
"Aug 24, 2021","61,180.29","60,562.05","61,359.17","60,562.05",115.37M,1.02%
"Aug 23, 2021","60,562.05","59,800.02","60,760.84","59,800.02",96.98M,1.27%
"Aug 20, 2021","59,800.02","59,854.78","60,505.40","59,484.43",99.51M,-0.09%
"Aug 19, 2021","59,854.78","61,608.96","61,608.96","59,657.12",165.49M,-2.85%
"Aug 18, 2021","61,608.96","62,657.34","62,964.28","61,460.15",122.26M,-1.67%
"Aug 17, 2021","62,657.34","62,607.03","63,298.07","62,379.41",280.96M,0.08%
"Aug 16, 2021","62,607.03","63,269.04","63,269.04","62,420.04",156.51M,-1.05%
"Aug 13, 2021","63,269.04","63,276.98","63,489.44","63,083.09",172.00M,-0.01%
"Aug 12, 2021","63,276.98","63,488.73","63,488.73","62,889.99",132.59M,-0.33%
"Aug 11, 2021","63,488.73","63,541.21","63,797.42","63,239.40",106.45M,-0.08%
"Aug 10, 2021","63,541.21","62,509.23","63,675.70","62,282.25",138.08M,1.65%
"Aug 06, 2021","62,509.23","62,199.85","62,623.85","62,192.83",116.28M,0.50%
"Aug 05, 2021","62,199.85","62,750.03","62,750.03","62,199.85",151.95M,-0.88%
"Aug 04, 2021","62,750.03","62,543.44","63,140.33","62,490.61",97.13M,0.33%
"Aug 03, 2021","62,543.44","62,704.00","62,789.90","62,207.70",103.47M,-0.26%
"Aug 02, 2021","62,704.00","62,852.28","63,464.27","62,704.00",83.97M,-0.24%
"Jul 30, 2021","62,852.28","63,394.89","63,394.89","62,394.56",150.09M,-0.86%
"Jul 29, 2021","63,394.89","62,368.63","63,602.31","62,350.42",97.94M,1.65%
"Jul 28, 2021","62,368.63","61,208.33","62,368.63","60,768.24",79.92M,1.90%
"Jul 27, 2021","61,208.33","61,946.37","61,998.40","60,757.06",97.43M,-1.19%
"Jul 26, 2021","61,946.37","61,932.98","62,215.46","61,410.69",92.31M,0.02%
"Jul 23, 2021","61,932.98","61,309.13","62,163.32","61,309.13",74.86M,1.02%
"Jul 22, 2021","61,309.13","60,502.39","61,422.42","60,498.55",95.42M,1.33%
"Jul 21, 2021","60,502.39","59,668.22","60,659.09","59,459.68",94.84M,1.40%
"Jul 20, 2021","59,668.22","58,795.32","59,689.26","58,795.32",99.14M,1.48%
"Jul 19, 2021","58,795.32","60,437.58","60,437.58","58,537.39",94.96M,-2.72%
"Jul 16, 2021","60,437.58","61,439.11","61,613.79","60,201.01",106.30M,-1.63%
"Jul 15, 2021","61,439.11","61,753.54","61,843.74","61,185.13",94.16M,-0.51%
"Jul 14, 2021","61,753.54","60,943.22","62,183.09","60,863.77",117.91M,1.33%
"Jul 13, 2021","60,943.22","61,080.80","61,386.23","60,673.22",144.63M,-0.23%
"Jul 12, 2021","61,080.80","60,221.84","61,080.80","59,775.65",101.26M,1.43%
